ID	,	ALTX	,	ALARM_TEXT_KOREA	,	ALARM_TEXT_CHINA	,	ALARM_TEXT_ENGLISH	,	ALARM_TEXT_VIETNAM	,	ALARM_ACTION_TEXT_KOREA	,	ALARM_ACTION_TEXT_CHINA	,	ALARM_ACTION_TEXT_ENGLIST	,	ALARM_ACTION_TEXT_VIETNAM	,	LEVEL	,	UNIT	,	BOX_TYPE	,	BOX_RECTANGLE_X	,	BOX_RECTANGLE_Y	,	BOX_RECTANGLE_WIDTH	,	BOX_RECTANGLE_HEIGHT
11110	,	CY_TRANSFER_ROBOT_IN_P2_T_TURN	,	IN로봇 실린더 P2 회전 동작에 실패 했습니다	,	IN_ROBOT_P2_CYLINDER_TURN_FAILED	,	IN_ROBOT_P2_CYLINDER_TURN_FAILED	,	IN_ROBOT_P2_CYLINDER_TURN_FAILED	,	IN로봇 실린더 P2 상태를 확인해 주세요	,	CHECK THE CYLINDER P2 OF IN ROBOT.	,	CHECK THE CYLINDER P2 OF IN ROBOT.	,	CHECK THE CYLINDER P2 OF IN ROBOT.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11111	,	CY_TRANSFER_ROBOT_IN_P2_T_RETURN	,	IN로봇 실린더 P2 복귀 동작에 실패 했습니다	,	IN_ROBOT_P2_CYLINDER_RETURN_FAILED	,	IN_ROBOT_P2_CYLINDER_RETURN_FAILED	,	IN_ROBOT_P2_CYLINDER_RETURN_FAILED	,	IN로봇 실린더 P2 상태를 확인해 주세요	,	CHECK THE CYLINDER P2 OF IN ROBOT.	,	CHECK THE CYLINDER P2 OF IN ROBOT.	,	CHECK THE CYLINDER P2 OF IN ROBOT.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11120	,	VC_TRANSFER_ROBOT_IN_P1_VACUUM	,	IN로봇 피커 P1 흡착에 실패 했습니다	,	IN_ROBOT_P1_VACUUM_FAILED	,	IN_ROBOT_P1_VACUUM_FAILED	,	IN_ROBOT_P1_VACUUM_FAILED	,	IN로봇 진공 P1 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF IN ROBOT P1.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.5200642	,	0.4648438	,	0.105939	,	0.09895834
11121	,	VC_TRANSFER_ROBOT_IN_P1_BLOW	,	IN로봇 피커 P1 파기에 실패 했습니다	,	IN_ROBOT_P1_BLOW_FAILED	,	IN_ROBOT_P1_BLOW_FAILED	,	IN_ROBOT_P1_BLOW_FAILED	,	IN로봇 진공 P1 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF IN ROBOT P1.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.5200642	,	0.4648438	,	0.105939	,	0.09895834
11122	,	SE_TRANSFER_ROBOT_IN_P1_VACUUM_CHECK	,	IN로봇 P1 셀 확인에 실패 했습니다 (진공)	,	IN_ROBOT_P1_CELL_VACUUM_CHECK_FAILED	,	IN_ROBOT_P1_CELL_VACUUM_CHECK_FAILED	,	IN_ROBOT_P1_CELL_VACUUM_CHECK_FAILED	,	IN로봇 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P1.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.5200642	,	0.4648438	,	0.105939	,	0.09895834
11123	,	SE_TRANSFER_ROBOT_IN_P1_SENSOR_CHECK	,	IN로봇 P1 셀 확인에 실패 했습니다 (센서)	,	IN_ROBOT_P1_CELL_SENSOR_CHECK_FAILED	,	IN_ROBOT_P1_CELL_SENSOR_CHECK_FAILED	,	IN_ROBOT_P1_CELL_SENSOR_CHECK_FAILED	,	IN로봇 P1 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P1.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P1.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P1.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.5200642	,	0.4648438	,	0.105939	,	0.09895834
11124	,	SE_TRANSFER_ROBOT_IN_P1_VACUUM_OVERLAP	,	IN로봇 P1 셀 겹침 확인되었습니다 (진공)	,	IN_ROBOT_P1_CELL_VACUUM_OVERLAP_FAILED	,	IN_ROBOT_P1_CELL_VACUUM_OVERLAP_FAILED	,	IN_ROBOT_P1_CELL_VACUUM_OVERLAP_FAILED	,	IN로봇 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P1.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.5200642	,	0.4648438	,	0.105939	,	0.09895834
11125	,	SE_TRANSFER_ROBOT_IN_P1_SENSOR_OVERLAP	,	IN로봇 P1 셀 겹침 확인되었습니다 (센서)	,	IN_ROBOT_P1_CELL_SENSOR_OVERLAP_FAILED	,	IN_ROBOT_P1_CELL_SENSOR_OVERLAP_FAILED	,	IN_ROBOT_P1_CELL_SENSOR_OVERLAP_FAILED	,	IN로봇 P1 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P1.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P1.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P1.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.5200642	,	0.4648438	,	0.105939	,	0.09895834
11130	,	VC_TRANSFER_ROBOT_IN_P2_VACUUM	,	IN로봇 피커 P2 흡착에 실패 했습니다	,	IN_ROBOT_P2_VACUUM_FAILED	,	IN_ROBOT_P2_VACUUM_FAILED	,	IN_ROBOT_P2_VACUUM_FAILED	,	IN로봇 진공 P2 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF IN ROBOT P2.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11131	,	VC_TRANSFER_ROBOT_IN_P2_BLOW	,	IN로봇 피커 P2 파기에 실패 했습니다	,	IN_ROBOT_P2_BLOW_FAILED	,	IN_ROBOT_P2_BLOW_FAILED	,	IN_ROBOT_P2_BLOW_FAILED	,	IN로봇 진공 P2 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF IN ROBOT P2.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11132	,	SE_TRANSFER_ROBOT_IN_P2_VACUUM_CHECK	,	IN로봇 P2 셀 확인에 실패 했습니다 (진공)	,	IN_ROBOT_P2_CELL_VACUUM_CHECK_FAILED	,	IN_ROBOT_P2_CELL_VACUUM_CHECK_FAILED	,	IN_ROBOT_P2_CELL_VACUUM_CHECK_FAILED	,	IN로봇 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P2.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11133	,	SE_TRANSFER_ROBOT_IN_P2_SENSOR_CHECK	,	IN로봇 P2 셀 확인에 실패 했습니다 (센서)	,	IN_ROBOT_P2_CELL_SENSOR_CHECK_FAILED	,	IN_ROBOT_P2_CELL_SENSOR_CHECK_FAILED	,	IN_ROBOT_P2_CELL_SENSOR_CHECK_FAILED	,	IN로봇 P2 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P2.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P2.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P2.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11134	,	SE_TRANSFER_ROBOT_IN_P2_VACUUM_OVERLAP	,	IN로봇 P2 셀 겹침 확인되었습니다 (진공)	,	IN_ROBOT_P2_CELL_VACUUM_OVERLAP_FAILED	,	IN_ROBOT_P2_CELL_VACUUM_OVERLAP_FAILED	,	IN_ROBOT_P2_CELL_VACUUM_OVERLAP_FAILED	,	IN로봇 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE IN ROBOT P2.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11135	,	SE_TRANSFER_ROBOT_IN_P2_SENSOR_OVERLAP	,	IN로봇 P2 셀 겹침 확인되었습니다 (센서)	,	IN_ROBOT_P2_CELL_SENSOR_OVERLAP_FAILED	,	IN_ROBOT_P2_CELL_SENSOR_OVERLAP_FAILED	,	IN_ROBOT_P2_CELL_SENSOR_OVERLAP_FAILED	,	IN로봇 P2 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P2.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P2.	,	CHECK THE PANEL STATUS OF THE IN ROBOT P2.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.4028893	,	0.4622396	,	0.1027287	,	0.1002604
11400	,	CO_TRANSFER_ROBOT_IN_ALIGN_DATA	,	IN로봇 얼라인 데이터 전송에 실패 했습니다	,	IN_ROBOT_ALIGN_DATA_SEND_FAILED	,	IN_ROBOT_ALIGN_DATA_SEND_FAILED	,	IN_ROBOT_ALIGN_DATA_SEND_FAILED	,	IN로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF IN ROBOT.	,	CHECK THE STATUS OF IN ROBOT.	,	CHECK THE STATUS OF IN ROBOT.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.3964687	,	0.2916667	,	0.2279294	,	0.2721354
11401	,	CO_TRANSFER_ROBOT_IN_RESET_DATA	,	IN로봇 얼라인 초기화 데이터 전송에 실패 했습니다	,	IN_ROBOT_ALIGN_ZERO_DATA_SEND_FAILED	,	IN_ROBOT_ALIGN_ZERO_DATA_SEND_FAILED	,	IN_ROBOT_ALIGN_ZERO_DATA_SEND_FAILED	,	IN로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF IN ROBOT.	,	CHECK THE STATUS OF IN ROBOT.	,	CHECK THE STATUS OF IN ROBOT.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.3964687	,	0.2916667	,	0.2279294	,	0.2721354
11402	,	CO_TRANSFER_ROBOT_IN_CALIBRATION_DATA	,	IN로봇 켈리브레이션 데이터 전송에 실패 했습니다	,	IN_ROBOT_CALIBRATION_DATA_SEND_FAILED	,	IN_ROBOT_CALIBRATION_DATA_SEND_FAILED	,	IN_ROBOT_CALIBRATION_DATA_SEND_FAILED	,	IN로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF IN ROBOT.	,	CHECK THE STATUS OF IN ROBOT.	,	CHECK THE STATUS OF IN ROBOT.	,	HEAVY	,	IN_ROBOT	,	SQUARE	,	0.3964687	,	0.2916667	,	0.2279294	,	0.2721354
11500	,	MO_INSP_STAGE_Y_HOME_MOTION	,	검사스테이지 Y축이 홈 동작 진행에 실패 했습니다	,	INSPECTION_STAGE_Y_AXIS_HOME_MOTION_FAILED	,	INSPECTION_STAGE_Y_AXIS_HOME_MOTION_FAILED	,	INSPECTION STAGE trục Y HOME không hoạt động 	,	검사스테이지 Y축 드라이버 상태 확인 후 홈 동작을 수행하세요.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS AND THEN HOME OPERATION.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS AND THEN HOME OPERATION.	,	Sau khi kiểm tra tình trạng  DRIVER trục Y - INSPECTION STAGE hãy tiến hành chạy HOME .	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.3997396	,	0.1011236	,	0.515625
11501	,	MO_INSP_STAGE_Y_LOAD_MOVE	,	검사스테이지 Y축 로드 위치 이동에 실패 했습니다 (IN로봇 위치)	,	INSPECTION_STAGE_Y_AXIS_LOAD_POSITION_MOVE_FAILED (IN-ROBOT POSITION)	,	INSPECTION_STAGE_Y_AXIS_LOAD_POSITION_MOVE_FAILED (IN-ROBOT POSITION)	,	INSPECTION STAGE trục Y không thể di chuyển vị trí LOAD (IN-ROBOT POSITION)	,	검사스테이지 Y축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	Hãy kiểm tra DRIVER  trục Y - INSPECTION STAGE.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.3997396	,	0.1011236	,	0.515625
11502	,	MO_INSP_STAGE_Y_GRAB_P1_MOVE	,	검사스테이지 Y축 P1 촬상 위치 이동에 실패 했습니다	,	INSPECTION_STAGE_Y_AXIS_GRAB_P1_POSITION_MOVE_FAILED	,	INSPECTION_STAGE_Y_AXIS_GRAB_P1_POSITION_MOVE_FAILED	,	INSPECTION STAGE trục Y Không thể di chuyển vị trí GRAB P1	,	검사스테이지 Y축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	Hãy kiểm tra DRIVER  trục Y - INSPECTION STAGE.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.3997396	,	0.1011236	,	0.515625
11503	,	MO_INSP_STAGE_Y_GRAB_P2_MOVE	,	검사스테이지 Y축 P2 촬상 위치 이동에 실패 했습니다	,	INSPECTION_STAGE_Y_AXIS_GRAB_P2_POSITION_MOVE_FAILED	,	INSPECTION_STAGE_Y_AXIS_GRAB_P2_POSITION_MOVE_FAILED	,	INSPECTION STAGE trục Y Không thể di chuyển vị trí GRAB P2	,	검사스테이지 Y축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	Hãy kiểm tra DRIVER  trục Y - INSPECTION STAGE.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.3997396	,	0.1011236	,	0.515625
11504	,	MO_INSP_STAGE_Y_UNLOAD_MOVE	,	검사스테이지 Y축 언로드 위치 이동에 실패 했습니다 (OUT로봇 위치)	,	INSPECTION_STAGE_Y_AXIS_UNLOAD_POSITION_MOVE_FAILED (OUT-ROBOT POSITION)	,	INSPECTION_STAGE_Y_AXIS_UNLOAD_POSITION_MOVE_FAILED (OUT-ROBOT POSITION)	,	INSPECTION STAGE trục Y không thể di chuyển vị trí UNLOAD (OUT-ROBOT POSITION)	,	검사스테이지 Y축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	CHECK THE DRIVER STATUS OF THE INSPECTION STAGE Y AXIS.	,	Hãy kiểm tra DRIVER  trục Y - INSPECTION STAGE.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.3997396	,	0.1011236	,	0.515625
11600	,	VC_INSP_STAGE_P1_VACUUM	,	검사스테이지 P1 진공 흡착에 실패 했습니다	,	INSPECTION_STAGE_P1_VACUUM_FAILED	,	INSPECTION_STAGE_P1_VACUUM_FAILED	,	INSPECTION_STAGE_P1_VACUUM_FAILED	,	검사스테이지 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.7877604	,	0.1011236	,	0.0859375
11601	,	VC_INSP_STAGE_P1_BLOW	,	검사스테이지 P1 진공 파기에 실패 했습니다	,	INSPECTION_STAGE_P1_BLOW_FAILED	,	INSPECTION_STAGE_P1_BLOW_FAILED	,	INSPECTION_STAGE_P1_BLOW_FAILED	,	검사스테이지 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.7877604	,	0.1011236	,	0.0859375
11602	,	SE_INSP_STAGE_P1_VACUUM_CHECK	,	검사스테이지 P1 셀 확인에 실패 했습니다 (진공)	,	INSPECTION_STAGE_P1_CELL_VACUUM_CHECK_FAILED	,	INSPECTION_STAGE_P1_CELL_VACUUM_CHECK_FAILED	,	INSPECTION_STAGE_P1_CELL_VACUUM_CHECK_FAILED	,	검사스테이지 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.7877604	,	0.1011236	,	0.0859375
11603	,	SE_INSP_STAGE_P1_SENSOR_CHECK	,	검사스테이지 P1 셀 확인에 실패 했습니다 (센서)	,	INSPECTION_STAGE_P1_CELL_SENSOR_CHECK_FAILED	,	INSPECTION_STAGE_P1_CELL_SENSOR_CHECK_FAILED	,	INSPECTION_STAGE_P1_CELL_SENSOR_CHECK_FAILED	,	검사스테이지 P1 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P1.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.7877604	,	0.1011236	,	0.0859375
11604	,	SE_INSP_STAGE_P1_VACUUM_OVERLAP	,	검사스테이지 P1 셀 겹침 확인되었습니다 (진공)	,	INSPECTION_STAGE_P1_CELL_VACUUM_OVERLAP_FAILED	,	INSPECTION_STAGE_P1_CELL_VACUUM_OVERLAP_FAILED	,	INSPECTION_STAGE_P1_CELL_VACUUM_OVERLAP_FAILED	,	검사스테이지 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P1.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.7877604	,	0.1011236	,	0.0859375
11605	,	SE_INSP_STAGE_P1_SENSOR_OVERLAP	,	검사스테이지 P1 셀 겹침 확인되었습니다 (센서)	,	INSPECTION_STAGE_P1_CELL_SENSOR_OVERLAP_FAILED	,	INSPECTION_STAGE_P1_CELL_SENSOR_OVERLAP_FAILED	,	INSPECTION_STAGE_P1_CELL_SENSOR_OVERLAP_FAILED	,	검사스테이지 P1 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P1.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P1.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6083467	,	0.7877604	,	0.1011236	,	0.0859375
11610	,	VC_INSP_STAGE_P2_VACUUM	,	검사스테이지 P2 진공 흡착에 실패 했습니다	,	INSPECTION_STAGE_P2_VACUUM_FAILED	,	INSPECTION_STAGE_P2_VACUUM_FAILED	,	INSPECTION_STAGE_P2_VACUUM_FAILED	,	검사스테이지 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6131621	,	0.6770833	,	0.09470305	,	0.0859375
11611	,	VC_INSP_STAGE_P2_BLOW	,	검사스테이지 P2 진공 파기에 실패 했습니다	,	INSPECTION_STAGE_P2_BLOW_FAILED	,	INSPECTION_STAGE_P2_BLOW_FAILED	,	INSPECTION_STAGE_P2_BLOW_FAILED	,	검사스테이지 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6131621	,	0.6770833	,	0.09470305	,	0.0859375
11612	,	SE_INSP_STAGE_P2_VACUUM_CHECK	,	검사스테이지 P2 셀 확인에 실패 했습니다 (진공)	,	INSPECTION_STAGE_P2_CELL_VACUUM_CHECK_FAILED	,	INSPECTION_STAGE_P2_CELL_VACUUM_CHECK_FAILED	,	INSPECTION_STAGE_P2_CELL_VACUUM_CHECK_FAILED	,	검사스테이지 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6131621	,	0.6770833	,	0.09470305	,	0.0859375
11613	,	SE_INSP_STAGE_P2_SENSOR_CHECK	,	검사스테이지 P2 셀 확인에 실패 했습니다 (센서)	,	INSPECTION_STAGE_P2_CELL_SENSOR_CHECK_FAILED	,	INSPECTION_STAGE_P2_CELL_SENSOR_CHECK_FAILED	,	INSPECTION_STAGE_P2_CELL_SENSOR_CHECK_FAILED	,	검사스테이지 P2 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P2.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6131621	,	0.6770833	,	0.09470305	,	0.0859375
11614	,	SE_INSP_STAGE_P2_VACUUM_OVERLAP	,	검사스테이지 P2 셀 겹침 확인되었습니다 (진공)	,	INSPECTION_STAGE_P2_CELL_VACUUM_OVERLAP_FAILED	,	INSPECTION_STAGE_P2_CELL_VACUUM_OVERLAP_FAILED	,	INSPECTION_STAGE_P2_CELL_VACUUM_OVERLAP_FAILED	,	검사스테이지 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE VACUUM STATUS OF THE INSPECTION STAGE P2.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6131621	,	0.6770833	,	0.09470305	,	0.0859375
11615	,	SE_INSP_STAGE_P2_SENSOR_OVERLAP	,	검사스테이지 P2 셀 겹침 확인되었습니다 (센서)	,	INSPECTION_STAGE_P2_CELL_SENSOR_OVERLAP_FAILED	,	INSPECTION_STAGE_P2_CELL_SENSOR_OVERLAP_FAILED	,	INSPECTION_STAGE_P2_CELL_SENSOR_OVERLAP_FAILED	,	검사스테이지 P2 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P2.	,	CHECK THE PANNEL STATUS OF THE INSPECTION STAGE P2.	,	HEAVY	,	INSPECTION_STAGE	,	SQUARE	,	0.6131621	,	0.6770833	,	0.09470305	,	0.0859375
12000	,	MO_TRANSFER_ROBOT_OUT_N_INITIALIZE	,	OUT로봇 초기화 동작에 실패 했습니다	,	OUT_ROBOT_INITIALIZE_FAILED	,	OUT_ROBOT_INITIALIZE_FAILED	,	OUT_ROBOT_INITIALIZE_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12001	,	MO_TRANSFER_ROBOT_OUT_PROCESS_SKIP	,	OUT로봇 동작중인 프로세스 스킵에 실패 했습니다	,	OUT_ROBOT_RUN_PROCESS_SKIP_FAILED	,	OUT_ROBOT_RUN_PROCESS_SKIP_FAILED	,	OUT_ROBOT_RUN_PROCESS_SKIP_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12002	,	MO_TRANSFER_ROBOT_OUT_ENTER_JCM_MODE	,	OUT로봇 JCM 모드 진입(ENTER)에 실패 했습니다. 	,	OUT_ROBOT_ENTER_JCM_MODE_FAILED	,	OUT_ROBOT_ENTER_JCM_MODE_FAILED	,	OUT_ROBOT_ENTER_JCM_MODE_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12003	,	MO_TRANSFER_ROBOT_OUT_JCM_MODE_MOVE	,	OUT로봇 JCM 모드 이동(MOVE)에 실패 했습니다.	,	OUT_ROBOT_JCM_MODE_MOVE_FAILED	,	OUT_ROBOT_JCM_MODE_MOVE_FAILED	,	OUT_ROBOT_JCM_MODE_MOVE_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12004	,	MO_TRANSFER_ROBOT_OUT_EXIT_JCM_MODE	,	OUT로봇 JCM 모드 출입(EXIT)에 실패 했습니다. 	,	OUT_ROBOT_EXIT_JCM_MODE_FAILED	,	OUT_ROBOT_EXIT_JCM_MODE_FAILED	,	OUT_ROBOT_EXIT_JCM_MODE_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
